target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	302.138	344	150.737
NM_001281925.1	634	374.588	70.727	24.9976
NM_001285876.1	834	562.178	3.4073	0.802421
NM_001286187.1	1110	836.476	409.838	64.8672
NM_001290408.1	830	558.291	71	16.837
NM_001291139.1	4671	4397.48	202	6.08154
NM_001291140.1	4671	4397.48	202	6.08154
NM_001291520.1	4282	4008.48	228.772	7.55597
NM_001293736.1	2063	1789.48	277.022	20.4953
NM_001301748.1	4136	3862.48	1815.83	62.2408
XM_004600099.2	4960	4686.48	45	1.27125
XM_004600101.2	2089	1815.48	21.6493	1.57877
XM_004600104.2	2631	2357.48	226.23	12.7048
XM_004600106.2	1814	1540.48	2812	241.672
XM_004600110.2	5382	5108.48	2847.13	73.7875
XM_004600111.2	7707	7433.48	208.391	3.71153
XM_004600112.2	2780	2506.48	347	18.3287
XM_004600113.2	6730	6456.48	271	5.55699
XM_004600116.2	4584	4310.48	4920	151.114
XM_004600117.2	5632	5358.48	238	5.88033
XM_004600118.2	3291	3017.48	75	3.29066
XM_004600119.2	4040	3766.48	181.284	6.3722
XM_004600122.3	1286	1012.48	152	19.8758
XM_004600124.2	2122	1848.48	0	0
XM_004600126.2	8802	8528.48	23.305	0.36178
XM_004600127.2	8714	8440.48	537.708	8.43423
XM_004600128.2	1680	1406.48	0	0
XM_004600129.2	3277	3003.48	232.418	10.245
XM_004600134.2	3956	3682.48	1240	44.5808
XM_004600135.2	2791	2517.48	374.208	19.6795
XM_004600136.2	2646	2372.48	459	25.614
XM_004600137.2	2111	1837.48	131.366	9.46512
XM_004600138.2	5001	4727.48	506.834	14.1939
XM_004600140.2	6744	6470.48	0.136961	0.00280238
XM_004600145.3	7206	6932.48	303.187	5.79012
XM_004600146.2	4518	4244.48	232.998	7.26766
XM_004600147.2	3462	3188.48	233.285	9.68657
XM_004600156.2	2914	2640.48	1	0.0501399
XM_004600157.2	8233	7959.48	121.612	2.02282
XM_004600158.2	8206	7932.48	0	0
XM_004600160.2	7984	7710.48	214.628	3.68528
XM_004600162.2	7895	7621.48	1655.76	28.7624
XM_004600163.2	822	550.457	0	0
XM_004600165.2	3870	3596.48	263.13	9.68634
XM_004600170.2	2808	2534.48	3064	160.054
XM_004600171.2	7949	7675.48	38	0.655458
XM_004600172.2	1592	1318.48	655	65.7711
XM_004600174.2	915	641.818	3222.8	664.795
XM_004600175.2	5371	5097.48	421.13	10.9377
XM_004600178.3	4251	3977.48	34	1.13172
XM_004600179.2	4101	3827.48	1255	43.4107
XM_004600180.2	4123	3849.48	119	4.09271
XM_004600189.2	589	333.551	910	361.198
XM_004600194.3	3168	2894.48	798.44	36.5206
XM_004600197.2	971	697.618	0	0
XM_004600198.2	4479	4205.48	273	8.59436
XM_004600201.2	825	553.346	99.2223	23.7399
XM_004600205.3	803	531.999	3142.25	781.981
XM_004600206.3	1632	1358.48	1329	129.521
XM_004600208.2	1445	1171.48	0	0
XM_004600210.2	823	551.346	17	4.08216
XM_004600212.2	2583	2309.48	210.32	12.0569
XM_004600213.2	2449	2175.48	1418.51	86.3262
XM_004600214.3	3219	2945.48	4467.23	200.793
XM_004600215.2	6567	6293.48	24.313	0.511462
XM_004600216.3	1298	1024.48	718	92.7874
XM_004600219.3	5369	5095.48	2345.61	60.9447
XM_004600220.2	2387	2113.48	915	57.3178
XM_004600221.3	1614	1340.48	79.35	7.83707
XM_004600222.3	1614	1340.48	7.71701	0.762177
XM_004600223.2	1916	1642.48	187.933	15.1485
XM_004600224.3	1780	1506.48	0	0
XM_004600225.2	8247	7973.48	1021.55	16.962
XM_004600226.2	3051	2777.48	1327.1	63.2586
XM_004600227.3	1474	1200.48	486.757	53.6815
XM_004600228.2	1637	1363.48	43.1122	4.18619
XM_004600229.2	4150	3876.48	338.818	11.5717
XM_004600230.3	661	399.642	317	105.016
XM_004600231.2	942	668.753	0	0
XM_004600232.2	960	686.618	0	0
XM_004600233.2	4351	4077.48	0	0
XM_004600234.3	1767	1493.48	1	0.0886478
XM_004600235.2	1156	882.476	1882.93	282.486
XM_004600236.2	1123	849.476	140.338	21.8721
XM_004600237.2	1105	831.476	90.0513	14.3386
XM_004600238.2	1069	795.476	326.684	54.371
XM_004600242.2	1830	1556.48	3	0.255179
XM_004600246.2	1381	1107.48	280	33.4726
XM_004600247.3	4263	3989.48	316.775	10.5124
XM_004600248.2	1556	1282.48	237	24.4661
XM_004600251.2	5557	5283.48	10515.7	263.502
XM_004600252.2	3280	3006.48	37.8185	1.66538
XM_004600254.2	1413	1139.48	267.109	31.0348
XM_004600255.2	2627	2353.48	812.465	45.7047
XM_004600262.2	4525	4251.48	670	20.8642
XM_004600269.2	4253	3979.48	32.2225	1.07201
XM_004600270.2	3210	2936.48	406.467	18.3259
XM_004600271.2	1637	1363.48	101.152	9.82185
XM_004600273.1	513	269.055	0	0
XM_004600274.2	8108	7834.48	347.95	5.87995
XM_004600275.2	942	668.753	0	0
XM_004600276.2	1540	1266.48	12	1.25444
XM_004600282.2	12312	12038.5	154.496	1.69907
XM_004600285.3	2958	2684.48	1844	90.9426
XM_004600286.2	1233	959.476	0	0
XM_004600287.2	1296	1022.48	1	0.129483
XM_004600288.2	6654	6380.48	493	10.2296
XM_004600291.2	6566	6292.48	64.4235	1.35547
XM_004600292.2	660	398.683	501	166.37
XM_004600294.2	2622	2348.48	0	0
XM_004600295.2	2616	2342.48	0	0
XM_004600296.2	2592	2318.48	0	0
XM_004600297.2	2358	2084.48	5.75172e-08	3.65314e-09
XM_004600298.2	2328	2054.48	1	0.0644414
XM_004600301.3	4053	3779.48	698.002	24.4507
XM_004600308.2	4193	3919.48	400.469	13.5272
XM_004600309.2	3572	3298.48	838	33.6354
XM_004600310.2	778	508.246	156.313	40.7182
XM_004600311.2	3079	2805.48	343	16.1865
XM_004600314.2	2134	1860.48	1020	72.5842
XM_004600319.2	1254	980.476	74	9.99219
XM_004600321.2	713	446.971	0	0
XM_004600332.2	1479	1205.48	9	0.988439
XM_004600334.1	639	379.16	0	0
XM_004600336.2	534	286.87	0	0
XM_004600337.1	537	289.5	0	0
XM_004600339.2	750	481.588	0	0
XM_004600342.2	1198	924.476	288	41.2442
XM_004600343.2	3025	2751.48	35.0243	1.68527
XM_004600347.2	4854	4580.48	39.2822	1.13541
XM_004600349.2	4531	4257.48	132	4.10476
XM_004600353.2	573	320.05	0	0
XM_004600354.2	588	332.655	0	0
XM_004600360.2	588	332.655	0	0
XM_004600365.2	1488	1214.48	0	0
XM_004600369.3	5832	5558.48	0	0
XM_004600370.2	603	345.964	2	0.765359
XM_004600378.2	2306	2032.48	8.01963	0.52239
XM_004600382.2	4230	3956.48	16	0.535399
XM_004600387.2	1562	1288.48	0	0
XM_004600390.2	650	389.451	2	0.679896
XM_004600395.2	2550	2276.48	176	10.2357
XM_004600397.2	4077	3803.48	10	0.348085
XM_004600398.2	3241	2967.48	1.2017e-06	5.36137e-08
XM_004600400.2	944	670.753	184.281	36.3735
XM_004600402.2	1425	1151.48	2	0.229954
XM_004600404.2	2046	1772.48	14	1.04572
XM_004600407.2	636	376.549	2	0.703193
XM_004600408.2	978	704.618	0	0
XM_004600410.2	772	502.652	9	2.3705
XM_004600411.2	963	689.618	0	0
