target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	299.828	232	96.2934
NM_001281925.1	634	373.253	61.8947	20.6363
NM_001285876.1	834	563.56	11.8461	2.61587
NM_001286187.1	1110	838.021	282.948	42.0177
NM_001290408.1	830	559.672	88	19.5672
NM_001291139.1	4671	4399.02	253	7.15722
NM_001291140.1	4671	4399.02	253	7.15722
NM_001291520.1	4282	4010.02	106.068	3.29168
NM_001293736.1	2063	1791.02	203.885	14.1666
NM_001301748.1	4136	3864.02	2124.51	68.4227
XM_004600099.2	4960	4688.02	54	1.43346
XM_004600101.2	2089	1817.02	95.2794	6.52558
XM_004600104.2	2631	2359.02	260.754	13.7556
XM_004600106.2	1814	1542.02	2969	239.607
XM_004600110.2	5382	5110.02	1936.59	47.1623
XM_004600111.2	7707	7435.02	224.351	3.75514
XM_004600112.2	2780	2508.02	514	25.5042
XM_004600113.2	6730	6458.02	351.258	6.76873
XM_004600116.2	4584	4312.02	3554	102.569
XM_004600117.2	5632	5360.02	294.997	6.84908
XM_004600118.2	3291	3019.02	81.9506	3.37805
XM_004600119.2	4040	3768.02	152.786	5.04602
XM_004600122.3	1286	1014.02	248	30.4358
XM_004600124.2	2122	1850.02	10	0.672672
XM_004600126.2	8802	8530.02	43.7286	0.637963
XM_004600127.2	8714	8442.02	534.786	7.8834
XM_004600128.2	1680	1408.02	0	0
XM_004600129.2	3277	3005.02	199.278	8.25264
XM_004600134.2	3956	3684.02	1534	51.8183
XM_004600135.2	2791	2519.02	366.776	18.1196
XM_004600136.2	2646	2374.02	486	25.476
XM_004600137.2	2111	1839.02	167.695	11.3479
XM_004600138.2	5001	4729.02	592	15.5787
XM_004600140.2	6744	6472.02	34.3313	0.660132
XM_004600145.3	7206	6934.02	240.815	4.32193
XM_004600146.2	4518	4246.02	123.645	3.62387
XM_004600147.2	3462	3190.02	275.229	10.737
XM_004600156.2	2914	2642.02	0	0
XM_004600157.2	8233	7961.02	0	0
XM_004600158.2	8206	7934.02	55.6219	0.872435
XM_004600160.2	7984	7712.02	243.728	3.93294
XM_004600162.2	7895	7623.02	1911.65	31.2077
XM_004600163.2	822	551.896	0	0
XM_004600165.2	3870	3598.02	282.17	9.75948
XM_004600170.2	2808	2536.02	2954	144.957
XM_004600171.2	7949	7677.02	0.0168304	0.000272823
XM_004600172.2	1592	1320.02	757	71.3666
XM_004600174.2	915	643.498	2938.24	568.226
XM_004600175.2	5371	5099.02	234.307	5.71846
XM_004600178.3	4251	3979.02	18	0.562959
XM_004600179.2	4101	3829.02	1194	38.8058
XM_004600180.2	4123	3851.02	119	3.84549
XM_004600189.2	589	332.215	964	361.109
XM_004600194.3	3168	2896.02	793.898	34.1148
XM_004600197.2	971	699.092	3	0.534031
XM_004600198.2	4479	4207.02	350	10.3532
XM_004600201.2	825	554.84	107.11	24.0238
XM_004600205.3	803	533.548	3130.64	730.197
XM_004600206.3	1632	1360.02	1595	145.947
XM_004600208.2	1445	1173.02	35.7247	3.79003
XM_004600210.2	823	552.84	17	3.82674
XM_004600212.2	2583	2311.02	96.057	5.17256
XM_004600213.2	2449	2177.02	1175.49	67.1948
XM_004600214.3	3219	2947.02	4726.18	199.576
XM_004600215.2	6567	6295.02	0	0
XM_004600216.3	1298	1026.02	794	96.304
XM_004600219.3	5369	5097.02	1001.02	24.4403
XM_004600220.2	2387	2115.02	1001	58.8979
XM_004600221.3	1614	1342.02	119.672	11.0972
XM_004600222.3	1614	1342.02	0	0
XM_004600223.2	1916	1644.02	168.874	12.7831
XM_004600224.3	1780	1508.02	28.4539	2.34809
XM_004600225.2	8247	7975.02	1075.99	16.7903
XM_004600226.2	3051	2779.02	1292.52	57.8794
XM_004600227.3	1474	1202.02	425.609	44.0635
XM_004600228.2	1637	1365.02	44.6704	4.07249
XM_004600229.2	4150	3878.02	386.898	12.4156
XM_004600230.3	661	397.893	386	120.726
XM_004600231.2	942	670.431	0	0
XM_004600232.2	960	688.092	0	0
XM_004600233.2	4351	4079.02	2.2123	0.0674946
XM_004600234.3	1767	1495.02	0	0
XM_004600235.2	1156	884.021	2387.42	336.082
XM_004600236.2	1123	851.021	151.414	22.1414
XM_004600237.2	1105	833.021	140.817	21.0368
XM_004600238.2	1069	797.021	349.352	54.5474
XM_004600242.2	1830	1558.02	0	0
XM_004600246.2	1381	1109.02	491	55.0962
XM_004600247.3	4263	3991.02	344.125	10.7303
XM_004600248.2	1556	1284.02	285	27.6219
XM_004600251.2	5557	5285.02	7381.65	173.815
XM_004600252.2	3280	3008.02	16.4015	0.678553
XM_004600254.2	1413	1141.02	312.726	34.1076
XM_004600255.2	2627	2355.02	665.757	35.1804
XM_004600262.2	4525	4253.02	645	18.8731
XM_004600269.2	4253	3981.02	19.12	0.597686
XM_004600270.2	3210	2938.02	943.926	39.9819
XM_004600271.2	1637	1365.02	108.068	9.85232
XM_004600273.1	513	266.882	0	0
XM_004600274.2	8108	7836.02	363.672	5.77556
XM_004600275.2	942	670.431	0	0
XM_004600276.2	1540	1268.02	29	2.84611
XM_004600282.2	12312	12040	150.677	1.5574
XM_004600285.3	2958	2686.02	1530	70.8863
XM_004600286.2	1233	961.021	0	0
XM_004600287.2	1296	1024.02	1	0.121527
XM_004600288.2	6654	6382.02	612	11.9337
XM_004600291.2	6566	6294.02	0	0
XM_004600292.2	660	396.974	604	189.346
XM_004600294.2	2622	2350.02	0	0
XM_004600295.2	2616	2344.02	0	0
XM_004600296.2	2592	2320.02	0	0
XM_004600297.2	2358	2086.02	0	0
XM_004600298.2	2328	2056.02	0	0
XM_004600301.3	4053	3781.02	751.524	24.7351
XM_004600308.2	4193	3921.02	519.757	16.4961
XM_004600309.2	3572	3300.02	695	26.2089
XM_004600310.2	778	509.127	249.289	60.9337
