target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	298.604	79	43.2674
NM_001281925.1	634	371.015	70.5309	31.0898
NM_001285876.1	834	560.199	14.2147	4.14979
NM_001286187.1	1110	834.156	429.385	84.184
NM_001290408.1	830	556.199	74	21.7586
NM_001291139.1	4671	4395.16	377.5	14.0466
NM_001291140.1	4671	4395.16	377.5	14.0466
NM_001291520.1	4282	4006.16	198.067	8.08563
NM_001293736.1	2063	1787.16	147.276	13.4772
NM_001301748.1	4136	3860.16	1572.1	66.6049
XM_004600099.2	4960	4684.16	29	1.0125
XM_004600101.2	2089	1813.16	99.625	8.98593
XM_004600104.2	2631	2355.16	319.194	22.1648
XM_004600106.2	1814	1538.16	2095	222.748
XM_004600110.2	5382	5106.16	2627.34	84.1495
XM_004600111.2	7707	7431.16	176.015	3.87367
XM_004600112.2	2780	2504.16	434	28.3438
XM_004600113.2	6730	6454.16	386.073	9.78271
XM_004600116.2	4584	4308.16	3423	129.941
XM_004600117.2	5632	5356.16	293	8.94632
XM_004600118.2	3291	3015.16	40	2.1696
XM_004600119.2	4040	3764.16	167.837	7.29206
XM_004600122.3	1286	1010.16	184	29.7892
XM_004600124.2	2122	1846.16	2	0.177171
XM_004600126.2	8802	8526.16	31.3253	0.600858
XM_004600127.2	8714	8438.16	274.05	5.31144
XM_004600128.2	1680	1404.16	0	0
XM_004600129.2	3277	3001.16	210.364	11.4634
XM_004600134.2	3956	3680.16	1487	66.0807
XM_004600135.2	2791	2515.16	323.17	21.0134
XM_004600136.2	2646	2370.16	300	20.7002
XM_004600137.2	2111	1835.16	170.135	15.1618
XM_004600138.2	5001	4725.16	600.082	20.7694
XM_004600140.2	6744	6468.16	104.641	2.64576
XM_004600145.3	7206	6930.16	113.078	2.66849
XM_004600146.2	4518	4242.16	445.487	17.1743
XM_004600147.2	3462	3186.16	81.5126	4.18396
XM_004600156.2	2914	2638.16	5	0.309956
XM_004600157.2	8233	7957.16	30.2586	0.621901
XM_004600158.2	8206	7930.16	100.819	2.07918
XM_004600160.2	7984	7708.16	0	0
XM_004600162.2	7895	7619.16	1214.92	26.0778
XM_004600163.2	822	548.309	0	0
XM_004600165.2	3870	3594.16	322.804	14.6883
XM_004600170.2	2808	2532.16	3300	213.134
XM_004600171.2	7949	7673.16	0	0
XM_004600172.2	1592	1316.16	760	94.4357
XM_004600174.2	915	639.811	1651.55	422.154
XM_004600175.2	5371	5095.16	348.294	11.1794
XM_004600178.3	4251	3975.16	19	0.78168
XM_004600179.2	4101	3825.16	1362	58.2315
XM_004600180.2	4123	3847.16	132	5.61131
XM_004600189.2	589	330.5	621	307.291
XM_004600194.3	3168	2892.16	757.874	42.8553
XM_004600197.2	971	695.225	0	0
XM_004600198.2	4479	4203.16	179	6.96478
XM_004600201.2	825	551.254	104.452	30.988
XM_004600205.3	803	530.013	2264.92	698.868
XM_004600206.3	1632	1356.16	1444	174.136
XM_004600208.2	1445	1169.16	7.90153	1.10527
XM_004600210.2	823	549.309	5	1.48862
XM_004600212.2	2583	2307.16	50.6776	3.59227
XM_004600213.2	2449	2173.16	588.045	44.2537
XM_004600214.3	3219	2943.16	3920.81	217.867
XM_004600215.2	6567	6291.16	0	0
XM_004600216.3	1298	1022.16	589	94.2384
XM_004600219.3	5369	5093.16	1370.35	44.0021
XM_004600220.2	2387	2111.16	618	47.8738
XM_004600221.3	1614	1338.16	81.0975	9.91131
XM_004600222.3	1614	1338.16	0	0
XM_004600223.2	1916	1640.16	360.62	35.9579
XM_004600224.3	1780	1504.16	109.282	11.8819
XM_004600225.2	8247	7971.16	656.016	13.4593
XM_004600226.2	3051	2775.16	895.204	52.7551
XM_004600227.3	1474	1198.16	184.954	25.2453
XM_004600228.2	1637	1361.16	71.4565	8.58547
XM_004600229.2	4150	3874.16	159.539	6.73471
XM_004600230.3	661	396.019	172	71.03
XM_004600231.2	942	666.225	0	0
XM_004600232.2	960	684.225	0	0
XM_004600233.2	4351	4075.16	77.9198	3.12704
XM_004600234.3	1767	1491.16	1	0.109675
XM_004600235.2	1156	880.156	2201.66	409.091
XM_004600236.2	1123	847.156	111.685	21.5606
XM_004600237.2	1105	829.156	323.42	63.7911
XM_004600238.2	1069	793.156	301.24	62.1132
XM_004600242.2	1830	1554.16	1	0.105229
XM_004600246.2	1381	1105.16	233	34.4796
XM_004600247.3	4263	3987.16	191.729	7.86421
XM_004600248.2	1556	1280.16	241	30.7882
XM_004600251.2	5557	5281.16	5317.01	164.653
XM_004600252.2	3280	3004.16	8.08095	0.439916
XM_004600254.2	1413	1137.16	239.313	34.4173
XM_004600255.2	2627	2351.16	936.647	65.1515
XM_004600262.2	4525	4249.16	814	31.3294
XM_004600269.2	4253	3977.16	20.0838	0.825853
XM_004600270.2	3210	2934.16	1173.18	65.3901
XM_004600271.2	1637	1361.16	38.3616	4.60913
XM_004600273.1	513	265.976	0	0
XM_004600274.2	8108	7832.16	324.342	6.77253
XM_004600275.2	942	666.225	0	0
XM_004600276.2	1540	1264.16	14	1.81116
XM_004600282.2	12312	12036.2	228.903	3.11023
XM_004600285.3	2958	2682.16	1681	102.498
XM_004600286.2	1233	957.156	0	0
XM_004600287.2	1296	1020.16	0	0
XM_004600288.2	6654	6378.16	598	15.3333
XM_004600291.2	6566	6290.16	58.3298	1.51656
XM_004600292.2	660	395.06	420	173.867
XM_004600294.2	2622	2346.16	0	0
XM_004600295.2	2616	2340.16	0	0
XM_004600296.2	2592	2316.16	0	0
XM_004600297.2	2358	2082.16	5.9825e-08	4.69894e-09
XM_004600298.2	2328	2052.16	1	0.0796929
XM_004600301.3	4053	3777.16	741.002	32.0837
XM_004600308.2	4193	3917.16	425.547	17.7667
XM_004600309.2	3572	3296.16	469	23.2699
XM_004600310.2	778	505.741	181.903	58.8222
XM_004600311.2	3079	2803.16	307	17.911
XM_004600314.2	2134	1858.16	742	65.3058
XM_004600319.2	1254	978.156	179	29.9278
XM_004600321.2	713	444.029	0	0
XM_004600332.2	1479	1203.16	4	0.543711
XM_004600334.1	639	375.593	0	0
XM_004600336.2	534	283.131	0	0
XM_004600337.1	537	285.436	0	0
XM_004600339.2	750	478.735	0	0
XM_004600342.2	1198	922.156	318	56.3966
XM_004600343.2	3025	2749.16	28.0082	1.66616
XM_004600347.2	4854	4578.16	0.376631	0.0134541
XM_004600349.2	4531	4255.16	86	3.30531
XM_004600353.2	573	316.323	0	0
XM_004600354.2	588	329.569	0	0
XM_004600360.2	588	329.569	0	0
XM_004600365.2	1488	1212.16	0	0
XM_004600369.3	5832	5556.16	0	0
XM_004600370.2	603	343.102	2	0.953316
XM_004600378.2	2306	2030.16	9.00005	0.725012
XM_004600382.2	4230	3954.16	14	0.579034
XM_004600387.2	1562	1286.16	0	0
XM_004600390.2	650	385.579	2	0.848295
XM_004600395.2	2550	2274.16	221	15.8929
XM_004600397.2	4077	3801.16	5	0.215122
XM_004600398.2	3241	2965.16	7.57958e-07	4.18049e-08
XM_004600400.2	944	668.225	101.93	24.9464
XM_004600402.2	1425	1149.16	8	1.13852
XM_004600404.2	2046	1770.16	18	1.66299
XM_004600407.2	636	372.9	0	0
XM_004600408.2	978	702.156	0	0
XM_004600410.2	772	499.994	9	2.9438
XM_004600411.2	963	687.225	0	0
XM_004600412.2	957	681.225	0	0
XM_004600415.2	2711	2435.16	62.4782	4.19596
XM_004600419.2	2067	1791.16	26	2.37394
XM_004600422.2	2001	1725.16	10	0.947985
XM_004600432.2	1815	1539.16	193	20.5071
XM_004600433.2	591	332.328	323	158.952
XM_004600434.2	5755	5479.16	525.856	15.6958
XM_004600439.2	5544	5268.16	174	5.40158
XM_004600440.2	960	684.225	0	0
XM_004600441.3	1019	743.156	0	0
XM_004600442.2	957	681.225	0	0
XM_004600443.3	939	663.291	0	0
XM_004600445.2	1556	1280.16	36	4.59907
XM_004600447.2	2161	1885.16	225.932	19.6002
XM_004600448.2	2806	2530.16	211.729	13.6856
XM_004600451.2	5374	5098.16	96.8769	3.10768
XM_004600453.2	702	433.741	0	0
XM_004600456.2	951	675.225	0	0
XM_004600465.2	2910	2634.16	38.8875	2.41434
XM_004600471.2	1755	1479.16	114	12.6044
XM_004600473.2	1350	1074.16	218.374	33.2478
XM_004600474.2	2629	2353.16	474.524	32.979
XM_004600479.3	1737	1461.16	2464.37	275.829
XM_004600480.2	1651	1375.16	829	98.5899
XM_004600481.2	2242	1966.16	152.896	12.7177
XM_004600483.2	1686	1410.16	1537	178.253
XM_004600486.2	1210	934.156	738	129.201
XM_004600487.2	786	513.433	169.139	53.8754
XM_004600488.2	1541	1265.16	1186	153.31
XM_004600495.2	764	492.441	351	116.569
XM_004600500.2	1228	952.156	223	38.3025
XM_004600508.2	1569	1293.16	6.26397	0.792189
XM_004600510.2	1563	1287.16	4.30696	0.547229
XM_004600511.2	3503	3227.16	310	15.7098
XM_004600513.2	6333	6057.16	511.197	13.8022
XM_004600514.2	2165	1889.16	697	60.3385
XM_004600515.2	2092	1816.16	154.906	13.949
XM_004600516.2	1916	1640.16	671.404	66.9466
XM_004600517.2	3227	2951.16	182.399	10.1079
XM_004600518.2	4458	4182.16	30.3185	1.1856
XM_004600519.2	4389	4113.16	83.4983	3.31996
XM_004600521.2	855	580.972	0	0
XM_004600523.2	2574	2298.16	410	29.1766
XM_004600524.2	2363	2087.16	9	0.705208
XM_004600525.2	6842	6566.16	3631	90.4367
XM_004600529.2	3420	3144.16	3286	170.92
XM_004600530.2	1817	1541.16	159.959	16.9743
XM_004600533.2	2399	2123.16	452.684	34.8693
XM_004600535.2	2124	1848.16	38.3569	3.39418
XM_004600536.2	3748	3472.16	2643	124.488
XM_004600537.3	3311	3035.16	749.282	40.3733
XM_004600539.2	4295	4019.16	1602	65.1865
XM_004600540.2	2943	2667.16	569	34.8894
XM_004600547.3	6855	6579.16	1611	40.0456
XM_004600551.3	3140	2864.16	735.511	41.9974
XM_004600553.3	3061	2785.16	126.247	7.41315
XM_004600554.2	2940	2664.16	97	5.95445
XM_004600555.2	1092	816.156	148.33	29.7225
XM_004600556.2	4168	3892.16	491	20.631
XM_004600561.2	12970	12694.2	95.3152	1.22797
XM_004600562.3	3954	3678.16	2643	117.516
XM_004600563.2	5787	5511.16	76.3691	2.26623
XM_004600564.2	1385	1109.16	133.873	19.7393
XM_004600568.2	1916	1640.16	6.45414	0.643551
XM_004600572.2	3256	2980.16	74.5621	4.09175
XM_004600573.2	4597	4321.16	2034.5	76.9994
XM_004600575.3	5141	4865.16	230.532	7.74932
XM_004600576.2	2492	2216.16	292	21.5483
XM_004600577.2	2596	2320.16	5	0.352438
XM_004600578.2	6389	6113.16	47.8399	1.27984
XM_004600579.2	6493	6217.16	138.325	3.63865
XM_004600582.2	3651	3375.16	0	0
XM_004600583.2	1420	1144.16	34	4.85986
XM_004600584.2	1364	1088.16	23	3.45674
XM_004600585.2	896	621.129	0	0
XM_004600592.2	1897	1621.16	843	85.0418
XM_004600593.2	1261	985.156	138.605	23.0093
