baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AKAP1	864.328249510491	0.576261941701332	0.145420231134532	3.96273570194106	7.40957949608096e-05	0.0171933999649776
ALOX5AP	13.5735673191026	2.71352339132806	0.635988529261336	4.26662316453988	1.98453954104771e-05	0.00859521774001802
ASXL1	826.742672959155	0.629333857265343	0.149651920529097	4.20531761330107	2.60715765117739e-05	0.00982661817563816
BIRC6	1595.40468419685	0.677895447130144	0.142308581138257	4.76355987606642	1.90207135559338e-06	0.00237656500222333
C10H12orf56	40.2487893942137	2.14273174021299	0.551978408564089	3.88191223962377	0.000103638281598367	0.0218622936104191
CASQ2	80.5368735318388	1.08719482289771	0.299154130150537	3.63422969407317	0.000278812391952971	0.0431309493570677
CHD7	161.693490631389	0.825876912393429	0.209676214674857	3.93882021226923	8.18832581233008e-05	0.018732813545025
CHP2	47.4505963269792	2.00185827098473	0.519198949031325	3.8556670322997	0.000115414493133098	0.022586477252541
CUTC	50.6453694681981	1.17754142257118	0.290058867747397	4.05966358386486	4.91434689938507e-05	0.0143827623283388
CXCL13	24.7456891142356	5.6207490135476	1.55658495187534	3.61094908875731	0.000305078550221303	0.0439337049794022
DAZAP1	503.672197483165	0.550411733737617	0.127851387061436	4.30509004546918	1.66917827343923e-05	0.00797425373396279
DENND6A	292.784170129896	0.937266524988415	0.194864104693569	4.80984697752467	1.51045884385668e-06	0.00223039845461492
DLX6	134.522342901053	2.33820418801963	0.64761725390402	3.61047234909859	0.000305639885653663	0.0439337049794022
EEFSEC	187.042661009641	0.66510366395757	0.186068560842257	3.57450856257992	0.000350886330304102	0.0471028649845415
EPB41L5	65.6531535066865	0.894488003216801	0.230631074449246	3.87843661290164	0.000105129910919116	0.0218926300392205
FUBP3	750.592772789541	0.470661183533522	0.120327459065813	3.91150272088847	9.17236227704983e-05	0.0204210534857448
GAS8	113.226671083998	1.04831435665725	0.262875523776426	3.98787358213248	6.66681709520404e-05	0.0164074409208181
GPR68	20.8831847337747	2.79558126471325	0.780145003724276	3.58341238022115	0.000339134558288094	0.046638751984313
GTF2I	3216.06172834967	0.50897319142995	0.116379024766245	4.37341000624689	1.22320682355226e-05	0.00689154425753648
HDHD3	142.843517626327	1.03343917671499	0.265968521303123	3.88556950894646	0.000102090276655503	0.0218191100488859
HSD11B1	78.5619423173267	3.50135346752158	0.405079137899467	8.64362821960617	5.44555481744067e-18	2.94840489665629e-14
HUNK	443.645152311475	0.664766762666383	0.175588130387696	3.78594362385764	0.000153126390365771	0.0277938900088941
IGF2R	758.545457317742	0.712301036941731	0.198885953238608	3.58145472489536	0.000341686356346318	0.046638751984313
KCNA5	62.4593416070091	3.61267463295623	0.978068787098879	3.69368154940518	0.000221030574922902	0.0359019962847271
KMT2A	1372.84308794382	0.840156802394271	0.176130674624134	4.77007655927726	1.841559142221e-06	0.00237656500222333
KMT2C	1995.17220559228	0.692660036752139	0.151618050181929	4.5684536631424	4.91335659830134e-06	0.00399038256131044
