SUPER_1	26667	1528823	+	211
SUPER_1	1834835	3464671	+	212
SUPER_1	3464671	9585862	+	213
SUPER_1	10324933	12181509	+	214
SUPER_1	12181509	21422210	+	215
SUPER_1	22089340	23219271	+	216
SUPER_1	23219271	26101308	+	217
SUPER_1	26101308	27257697	+	218
SUPER_1	27257697	32287226	+	219
SUPER_1	32287226	35120368	+	220
SUPER_1	37122643	38346114	+	221
SUPER_1	39079730	40828851	+	222
SUPER_1	41517417	48714100	+	223
SUPER_1	48714100	50798430	+	224
SUPER_1	51575045	58315689	+	225
SUPER_1	59520864	60644192	+	226
SUPER_1	60644192	65840940	+	227
SUPER_1	66194697	67670723	+	228
SUPER_1	67670723	71249657	+	229
SUPER_1	71343637	72466603	+	230
SUPER_1	72469454	75722235	+	231
SUPER_1	76802400	78535348	+	232
SUPER_1	79576832	81509533	+	233
SUPER_1	81755472	83551538	+	234
SUPER_1	84048051	85211600	+	235
SUPER_1	86161365	87578600	+	236
SUPER_1	87578600	90370213	+	237
SUPER_1	90839909	93842306	+	238
SUPER_1	93944426	96210796	+	239
SUPER_1	96210796	99698016	+	240
SUPER_1	99748299	102517089	+	241
SUPER_1	102517089	103965012	+	242
SUPER_1	103965012	111383030	+	243
SUPER_1	111432049	119640139	+	244
SUPER_1	119640139	124292627	+	245
SUPER_1	124296768	127361923	+	246
SUPER_1	127378107	129236979	+	247
SUPER_1	129236979	130833756	+	248
SUPER_1	130833756	132442268	+	249
SUPER_1	132442268	133839824	+	250
SUPER_1	133839824	136976266	+	251
SUPER_1	138037347	149173763	+	252
SUPER_1	149173763	150213553	+	253
SUPER_1	150213553	167132712	+	254
SUPER_1	167132712	171845292	+	255
SUPER_1	171845292	173237310	+	256
SUPER_1	173331155	175354571	+	257
SUPER_1	175403461	179100933	+	258
SUPER_1	179100933	181345977	+	259
SUPER_1	181345977	182672815	+	260
SUPER_1	182672815	185767285	+	261
SUPER_1	186168529	190685414	+	262
SUPER_1	196954498	199043344	+	263
SUPER_1	199846202	211015095	+	264
SUPER_1	211015095	217712021	+	265
SUPER_1	218347453	221694963	+	266
SUPER_1	221697153	223621665	+	267
SUPER_1	223649038	225122560	+	268
SUPER_1	225134264	226660607	+	269
SUPER_1	227259331	229320358	+	270
SUPER_1	229345747	230746213	+	271
SUPER_1	230941194	232667563	+	272
SUPER_1	232667563	235092726	+	273
SUPER_1	235092894	236455416	+	274
SUPER_1	236456950	240042685	+	275
SUPER_1	240042685	242521435	+	276
SUPER_1	242521435	243711477	+	277
SUPER_1	244127059	245433059	+	278
SUPER_1	245439269	250310359	+	279
SUPER_1	250310359	261822362	+	280
SUPER_1	261822362	263557412	+	281
SUPER_1	263557412	267858778	+	282
SUPER_1	267858778	270419344	+	283
SUPER_1	270419344	272184887	+	284
SUPER_1	272184887	278360922	+	285
SUPER_1	278360922	280664497	+	286
SUPER_1	280664497	282589990	+	287
SUPER_1	282589990	286918211	+	288
SUPER_1	299888540	302082743	+	289
SUPER_1	302082743	303547770	+	290
SUPER_1	303547770	315519777	+	291
SUPER_1	315519777	317152601	+	292
SUPER_1	317152601	318675764	+	293
SUPER_1	318675764	319825243	+	294
SUPER_1	319826227	324725288	+	295
SUPER_1	325349725	328125842	+	296
SUPER_1	328125842	329886598	+	297
SUPER_1	329889700	331597289	+	298
SUPER_1	331665683	343914761	+	299
SUPER_1	343914761	346928527	+	300
SUPER_1	347750919	349529486	+	301
SUPER_1	350113026	352499641	+	302
SUPER_1	354648863	358995600	+	303
SUPER_1	361879545	368508058	+	304
SUPER_1	368508058	373220032	+	305
SUPER_1	373220032	377789587	+	306
SUPER_1	378816327	384688950	+	307
SUPER_1	384688950	388138731	+	308
SUPER_1	388570814	390526286	+	309
SUPER_1	390526286	392309760	+	310
SUPER_1	392395691	414623171	+	311
SUPER_1	414623171	415807245	+	312
SUPER_1	415807245	417176728	+	313
SUPER_1	417176728	427904969	+	314
SUPER_1	427904969	429152494	+	315
SUPER_1	429152494	432735359	+	316
SUPER_1	432735359	440118992	+	317
SUPER_1	440118992	441718819	+	318
SUPER_1	441730646	448333068	+	319
SUPER_1	448333068	452633172	+	320
SUPER_10	129	5855079	+	342
SUPER_10	5884879	6964817	+	343
SUPER_10	6964817	18288838	+	344
SUPER_10	18718458	23108185	+	345
SUPER_10	23108185	24505056	+	346
SUPER_10	24505056	26889622	+	347
SUPER_10	26889622	29785718	+	348
SUPER_10	29785718	42901341	+	349
SUPER_10	42901341	44573662	+	350
SUPER_10	44624527	46569685	+	351
SUPER_10	46570323	49224774	+	352
SUPER_10	49224774	50989495	+	353
SUPER_10	51052210	66212355	+	354
SUPER_10	66212355	67830798	+	355
SUPER_11	348089	22200602	+	575
SUPER_11	22200602	29216404	+	576
SUPER_11	30158767	31503009	+	577
SUPER_11	31503009	37672871	+	578
SUPER_11	37672871	40209609	+	579
SUPER_11	40209609	42748471	+	580
SUPER_11	42748471	43937737	+	581
SUPER_11	43937737	46436531	+	582
SUPER_11	50332409	59555036	+	583
SUPER_2	69	1799945	+	405
SUPER_2	1799945	4317948	+	406
SUPER_2	5752921	8904973	+	407
SUPER_2	8904973	11762069	+	408
SUPER_2	11787744	15357441	+	409
SUPER_2	15988494	22605853	+	410
SUPER_2	23406097	24852118	+	411
SUPER_2	24852118	30818736	+	412
SUPER_2	31728815	33575007	+	413
SUPER_2	34237340	36917360	+	414
SUPER_2	37278968	40055825	+	415
SUPER_2	40138988	41647739	+	416
SUPER_2	41661441	43230017	+	417
SUPER_2	43262794	47192446	+	418
SUPER_2	47264090	49727369	+	419
SUPER_2	52351685	54885495	+	420
SUPER_2	54885495	56803481	+	421
SUPER_2	56835081	79687980	+	422
SUPER_2	79687980	84819159	+	423
SUPER_2	84824594	88947979	+	424
SUPER_2	89176968	92651650	+	425
SUPER_2	92656120	103696487	+	426
SUPER_2	103696487	105542041	+	427
SUPER_2	105542041	110675556	+	428
SUPER_2	110675645	113274606	+	429
SUPER_2	113274606	123451689	+	430
SUPER_2	123451689	124789421	+	431
SUPER_2	124789421	126127097	+	432
SUPER_2	126127097	127786763	+	433
SUPER_2	127786924	129010758	+	434
